	max,0.047123600077229	mean,0.0955425759131972	min,0.4392004597982239	UMAP 0	UMAP 1	Colors	Target
47	2985	186	4	3.7048297	7.020304	black	47
48	3381	185	4	0.9622074	3.992479	black	48
49	3236	185	4	0.20801215	5.277126	black	49
50	3387	185	4	-0.83942443	4.420498	black	50
51	3136	188	6	-5.387068	9.180131	black	51
52	2901	187	5	8.989773	-3.9128501	black	52
53	3	184	5	5.0415573	-4.2979865	black	53
54	3378	180	5	5.4565325	-1.663307	black	54
55	3374	186	4	5.419789	3.1754613	black	55
56	3361	188	6	-5.8728952	9.890968	black	56
57	3372	180	5	6.392515	-1.2766317	black	57
58	3219	184	5	2.4777288	-3.3828497	black	58
59	3276	182	2	12.636103	5.9386187	black	59
60	3081	184	5	1.5126146	-3.6848845	black	60
61	2556	184	5	4.9148784	-4.9757605	black	61
62	2100	183	3	1.6246868	12.360762	black	62
63	3229	188	6	-4.905412	8.749256	black	63
64	3356	184	5	2.8206756	-4.5877676	black	64
65	3366	186	4	3.8921928	8.020691	black	65
66	3385	183	3	1.4101431	12.114869	black	66
67	2977	182	2	12.4694805	7.702047	black	67
68	3361	188	6	-6.5641036	9.593319	black	68
69	2434	188	6	-4.071231	9.816304	black	69
70	3131	173	2	11.048404	9.852346	black	70
71	3362	187	5	9.717532	-1.8164166	black	71
72	3384	182	2	11.903344	10.255958	black	72
73	3363	183	3	0.89087135	12.540209	black	73
74	3381	185	4	0.11981214	4.2297926	black	74
75	3281	188	6	-4.3723693	8.98579	black	75
76	3373	179	1	8.70339	9.102772	black	76
77	2691	182	2	12.860829	6.7627664	black	77
78	2691	182	2	12.604009	7.105778	black	78
79	3362	187	5	9.752009	-1.6264335	black	79
80	2928	186	4	1.949474	4.867931	black	80
81	1327	188	6	-4.145038	9.214481	black	81
82	3365	179	1	6.8206706	10.751008	black	82
83	3363	183	3	0.46511662	12.451707	black	83
84	3110	187	5	8.3537855	-3.461411	black	84
85	3374	186	4	5.2778234	3.8941064	black	85
86	3381	185	4	0.7344838	3.4586778	black	86
87	3372	180	5	6.0524893	-0.98108983	black	87
88	3361	188	6	-5.745569	10.034196	black	88
89	3359	184	5	4.0670295	-5.3945646	black	89
90	3363	183	3	0.46392196	12.312659	black	90
91	936	187	5	9.863446	-2.6255536	black	91
92	3219	184	5	2.8590531	-3.516256	black	92
93	3363	183	3	0.67884207	12.657732	black	93
94	3374	186	4	5.3835173	3.2842185	black	94
95	3205	188	6	-4.0671873	9.474043	black	95
96	3255	187	5	8.3294325	-2.7333417	black	96
97	3374	186	4	5.613564	3.496916	black	97
98	3381	185	4	0.16889447	4.2978888	black	98
99	3218	182	2	13.050797	6.7908907	black	99
100	3388	186	4	3.63955	6.2737474	black	100
101	2848	187	5	9.54522	-3.300934	black	101
102	3384	182	2	11.926291	10.620842	black	102
103	3147	187	5	9.145455	-2.665746	black	103
104	3215	182	2	11.962993	11.936811	black	104
105	2691	182	2	12.585889	7.1170335	black	105
106	3363	183	3	0.8211556	12.7235155	black	106
107	3387	185	4	-0.51363546	5.7091284	black	107
108	4	188	6	-6.613669	9.577315	black	108
109	3191	179	1	7.1285925	8.523603	black	109
110	3329	180	5	2.891457	-2.0988648	black	110
111	3381	185	4	0.895263	4.717067	black	111
112	3342	182	2	13.278808	10.117723	black	112
113	2955	182	2	12.179036	6.3490176	black	113
114	3361	188	6	-6.138992	8.756699	black	114
115	3359	184	5	4.237483	-5.0006003	black	115
116	3064	180	5	4.368737	-1.7373042	black	116
117	2994	179	1	7.6652436	8.923829	black	117
118	3361	188	6	-4.95307	9.631662	black	118
119	2864	188	6	-4.902505	8.314967	black	119
120	3365	179	1	7.676831	10.064951	black	120
121	3361	188	6	-6.257608	9.177065	black	121
122	5	179	1	8.020546	9.363768	black	122
123	3362	187	5	9.876577	-1.9578247	black	123
124	2484	182	2	12.309338	9.206686	black	124
125	3374	186	4	5.0619826	3.8444705	black	125
126	3363	183	3	0.97470206	12.622476	black	126
127	3331	184	5	4.465078	-5.4640956	black	127
128	3124	182	2	12.631543	9.907178	black	128
129	3385	183	3	1.5806592	12.037507	black	129
130	3381	185	4	0.46352312	4.831451	black	130
131	3368	184	5	4.6181865	-5.189997	black	131
132	3342	182	2	12.489676	10.512278	black	132
133	2173	180	5	6.237157	-2.072518	black	133
134	3215	182	2	11.589644	12.338149	black	134
135	3370	185	4	-0.22061625	6.0696516	black	135
136	3381	185	4	0.52255535	3.863968	black	136
137	3374	186	4	5.6029253	3.7354844	black	137
138	3388	186	4	1.8573358	5.6442313	black	138
139	3018	184	5	4.590119	-4.5554795	black	139
140	1955	187	5	8.155244	-1.7387282	black	140
141	3362	187	5	9.633068	-1.515887	black	141
142	3272	184	5	4.105368	-4.407344	black	142
143	3090	179	1	7.287624	8.738597	black	143
144	3380	186	4	3.6487894	3.1635325	black	144
145	3366	186	4	3.762421	7.7402887	black	145
146	3374	186	4	5.591681	3.5120049	black	146
147	3363	183	3	0.9326474	12.947171	black	147
148	3378	180	5	5.3306026	-1.7142202	black	148
149	3381	185	4	0.5852009	4.4614754	black	149
150	3275	184	5	4.192188	-3.15065	black	150
151	3363	183	3	0.7835517	12.339528	black	151
152	3225	182	2	12.086046	9.063307	black	152
153	2950	180	5	6.6892223	-1.5121123	black	153
154	3216	180	5	4.8762045	-2.2887223	black	154
155	3385	183	3	1.0076921	12.037411	black	155
156	3179	188	6	-5.8920712	8.380766	black	156
157	3370	185	4	-0.28494462	6.092405	black	157
158	2685	187	5	8.461802	-5.1263404	black	158
159	2217	179	1	7.434458	9.05626	black	159
160	3380	186	4	3.8852372	2.8805687	black	160
161	3373	179	1	8.137558	9.210192	black	161
162	3270	180	5	4.3708463	-2.203413	black	162
163	2556	184	5	4.919723	-4.8785057	black	163
164	3157	184	5	1.9440475	-3.5998907	black	164
165	3363	183	3	1.172255	12.465606	black	165
166	3115	184	5	4.374986	-4.4453406	black	166
167	3378	180	5	5.931567	-1.1860964	black	167
168	3202	187	5	8.216717	-2.0899806	black	168
169	2968	188	6	-3.959063	9.538561	black	169
170	3279	180	5	3.955491	-2.0535467	black	170
171	315	179	1	7.573143	9.050711	black	171
172	3146	187	5	8.785142	-3.978232	black	172
173	3366	186	4	3.5174832	7.959598	black	173
174	2560	182	2	13.198881	9.537984	black	174
175	3366	186	4	3.4993157	7.7155457	black	175
176	2892	180	5	4.4609056	-2.5370822	black	176
177	3137	182	2	13.018422	7.3269954	black	177
178	1072	188	6	-4.6452894	8.274635	black	178
179	3381	185	4	0.6392421	5.3897915	black	179
180	2074	182	2	12.517418	8.763904	black	180
181	3155	185	4	0.46584967	5.9699926	black	181
182	3388	186	4	2.025234	5.204852	black	182
183	3378	180	5	5.5902796	-1.4339609	black	183
184	3180	182	2	11.956487	11.608712	black	184
185	2255	187	5	9.829116	-2.7706482	black	185
186	3363	183	3	-0.19289884	13.503126	black	186
187	3373	179	1	7.9779816	8.858423	black	187
188	3380	186	4	4.094467	2.7739682	black	188
189	3191	179	1	7.3994017	8.702597	black	189
190	3313	179	1	7.816826	9.043489	black	190
191	3366	186	4	3.754699	7.761012	black	191
192	833	188	6	-4.501313	9.567578	black	192
193	936	187	5	9.875396	-2.6453102	black	193
194	3091	184	5	2.6526158	-3.8431528	black	194
195	3372	180	5	6.6175246	-1.2821491	black	195
196	3262	187	5	8.397076	-4.695387	black	196
197	3374	186	4	5.92614	3.9386013	black	197
198	3288	185	4	-0.16689312	3.9508631	black	198
199	3290	179	1	6.744496	9.259304	black	199
200	3180	182	2	12.090771	11.562488	black	200
201	2147	182	2	12.846733	5.700539	black	201
202	3374	186	4	5.453082	3.7889895	black	202
203	6	185	4	0.47244108	5.868558	black	203
204	3332	183	3	0.8780952	13.315003	black	204
205	3283	182	2	12.230676	5.961387	black	205
206	3361	188	6	-6.078158	9.355301	black	206
207	2237	185	4	0.15938328	6.1828356	black	207
208	1480	182	2	12.896589	8.904734	black	208
209	3361	188	6	-6.369447	9.549414	black	209
210	3361	188	6	-5.080432	10.102033	black	210
211	3038	182	2	12.64185	8.846914	black	211
212	3015	182	2	12.546966	10.750298	black	212
213	3365	179	1	6.714119	9.8627405	black	213
214	3328	187	5	8.526086	-4.4506555	black	214
215	3387	185	4	-0.69919497	5.6044974	black	215
216	2822	188	6	-4.453469	10.219206	black	216
217	3173	184	5	3.566402	-3.8516085	black	217
218	3363	183	3	-0.041269958	13.386466	black	218
219	1715	186	4	2.6195943	6.743922	black	219
220	3373	179	1	8.742078	9.640493	black	220
221	1713	183	3	-0.10712266	12.656521	black	221
222	3157	184	5	1.7233092	-3.6697223	black	222
223	3389	187	5	9.558706	-2.6154783	black	223
224	3373	179	1	8.39143	9.641769	black	224
225	2043	186	4	5.596232	4.155289	black	225
226	3279	180	5	3.7782586	-2.3215861	black	226
227	3086	180	5	5.957068	-2.100003	black	227
228	3054	186	4	3.145224	2.8020372	black	228
229	3361	188	6	-6.410042	9.657217	black	229
230	2504	187	5	9.2772045	-1.8725586	black	230
231	3181	182	2	12.160769	8.760252	black	231
232	3019	188	6	-3.9182947	9.955033	black	232
233	3365	179	1	6.2303843	10.1217165	black	233
234	3361	188	6	-4.643447	9.601672	black	234
235	3387	185	4	-0.6519556	5.845805	black	235
236	7	186	4	3.502653	6.6868887	black	236
237	2987	184	5	3.300865	-4.174169	black	237
238	3363	183	3	0.1655367	12.76395	black	238
239	3311	186	4	2.8690825	7.243583	black	239
240	3374	186	4	4.7316823	3.3293355	black	240
241	2963	183	3	-0.86880314	12.8643675	black	241
242	3387	185	4	-0.6197288	5.148849	black	242
243	3389	187	5	9.158716	-2.9080734	black	243
244	3388	186	4	2.421846	4.9384017	black	244
245	3374	186	4	5.690946	3.9295037	black	245
246	3361	188	6	-6.436493	9.626255	black	246
247	2944	180	5	5.872451	-2.1280873	black	247
248	3215	182	2	11.853408	11.880509	black	248
249	3361	188	6	-6.553736	9.431478	black	249
250	3381	185	4	0.72180504	3.3514934	black	250
251	1951	182	2	12.742215	8.738438	black	251
252	3373	179	1	8.014205	8.964893	black	252
253	3365	179	1	5.9146185	10.562453	black	253
254	3387	185	4	-0.8323682	4.4051633	black	254
255	3387	185	4	-0.49088323	6.047921	black	255
256	2886	183	3	2.4492166	11.8387785	black	256
257	3272	184	5	3.9765348	-4.5853977	black	257
258	3255	187	5	8.361116	-2.2796001	black	258
259	3311	186	4	2.8760738	7.387943	black	259
260	2026	188	6	-6.2055535	8.190439	black	260
261	3363	183	3	0.5219828	12.280791	black	261
262	1519	183	3	1.9001899	11.451758	black	262
263	3389	187	5	9.432183	-2.8724174	black	263
264	3341	180	5	2.3184772	-2.1105134	black	264
265	3374	186	4	5.6825285	3.7318995	black	265
266	3388	186	4	2.5733306	5.206247	black	266
267	2944	180	5	5.587878	-2.2183504	black	267
268	3191	179	1	7.271719	8.534988	black	268
269	2977	182	2	12.268484	7.7968354	black	269
270	3225	182	2	12.127179	9.072583	black	270
271	8	184	5	4.2663116	-4.2380137	black	271
272	9	184	5	3.379356	-4.7801757	black	272
273	3311	186	4	2.9482093	7.321969	black	273
274	3385	183	3	2.2549977	11.831175	black	274
275	965	184	5	3.940676	-4.514039	black	275
276	2894	182	2	13.30931	8.827099	black	276
277	3365	179	1	6.15003	10.423217	black	277
278	2224	186	4	1.6466652	5.884524	black	278
279	3381	185	4	0.45986816	5.6637316	black	279
280	3378	180	5	5.585993	-1.8714943	black	280
281	3387	185	4	-0.6049621	5.7035465	black	281
282	3329	180	5	2.6146786	-2.006199	black	282
283	3111	188	6	-6.0748076	9.561948	black	283
284	3388	186	4	2.0336108	4.4903665	black	284
285	2944	180	5	5.7933855	-2.2600553	black	285
286	3363	183	3	0.81580144	12.524561	black	286
287	10	186	4	3.0326433	7.8297305	black	287
288	3211	187	5	8.135877	-3.2764363	black	288
289	3272	184	5	4.150038	-4.3800726	black	289
290	1466	182	2	12.916783	8.19921	black	290
291	3387	185	4	-0.478667	5.9480395	black	291
292	2606	184	5	4.3493276	-3.2267597	black	292
293	3361	188	6	-5.0949626	9.54137	black	293
294	3081	184	5	1.4895236	-3.601517	black	294
295	3374	186	4	5.8452826	3.9590638	black	295
296	3361	188	6	-5.1785793	9.862674	black	296
297	3272	184	5	3.9588466	-4.7319226	black	297
298	3381	185	4	0.41429335	3.744568	black	298
299	3363	183	3	-0.17224085	12.763946	black	299
300	3374	186	4	4.8753777	3.3547883	black	300
301	3376	187	5	9.37993	-2.4138238	black	301
302	3385	183	3	1.3389356	12.027894	black	302
303	3159	188	6	-4.8540215	9.01881	black	303
304	589	187	5	7.5505342	-3.880149	black	304
305	3362	187	5	9.425332	-1.9194012	black	305
306	1554	186	4	1.7945455	4.4107385	black	306
307	2858	187	5	8.9085245	-2.1723423	black	307
308	3365	179	1	6.087941	10.230948	black	308
309	2397	182	2	12.274915	7.2231693	black	309
310	3342	182	2	13.25376	10.106557	black	310
311	3186	183	3	0.3001299	12.389561	black	311
312	3380	186	4	4.144886	2.9954276	black	312
313	2944	180	5	5.8063655	-2.021435	black	313
314	1043	184	5	2.6181035	-4.1583014	black	314
315	3327	182	2	12.778481	6.5816913	black	315
316	3388	186	4	2.0499163	4.4765596	black	316
317	3365	179	1	5.9887342	10.30486	black	317
318	2994	179	1	7.5596614	8.887628	black	318
319	3372	180	5	6.514562	-1.1139247	black	319
320	3085	188	6	-4.3249507	9.871929	black	320
321	3387	185	4	-0.575024	5.9144073	black	321
322	3329	180	5	2.8411684	-1.6878978	black	322
323	3363	183	3	-0.4095749	12.676158	black	323
324	3251	187	5	7.8762183	-2.988182	black	324
325	3365	179	1	6.0484095	10.135743	black	325
326	3361	188	6	-4.72568	9.603376	black	326
327	3387	185	4	-0.5018294	6.1444874	black	327
328	3388	186	4	3.0326824	5.945465	black	328
329	3272	184	5	3.9559336	-4.6608195	black	329
330	3387	185	4	-0.78423554	4.5516014	black	330
331	3363	183	3	0.8441589	12.817644	black	331
332	3388	186	4	2.7419982	5.563479	black	332
333	3374	186	4	3.948472	3.6900516	black	333
334	3329	180	5	3.2891448	-1.8569888	black	334
335	3311	186	4	2.9165127	7.474084	black	335
336	1933	184	5	4.1012816	-3.8253362	black	336
337	3376	187	5	9.5138235	-2.377859	black	337
338	3190	184	5	3.359356	-4.394906	black	338
339	3365	179	1	6.093489	10.148444	black	339
340	3270	180	5	4.3238707	-2.1574864	black	340
341	3387	185	4	-0.5510896	5.958587	black	341
342	2214	184	5	4.403299	-3.6370223	black	342
343	3374	186	4	5.8367004	4.0351357	black	343
344	3279	180	5	3.6655583	-1.9811721	black	344
345	3327	182	2	12.765426	6.47458	black	345
346	11	185	4	0.80890036	5.525327	black	346
347	3365	179	1	6.041427	10.440812	black	347
348	2128	186	4	4.4767356	3.5236037	black	348
349	2112	187	5	9.496096	-2.6073296	black	349
350	3078	180	5	3.8941102	-1.9409908	black	350
351	2491	182	2	12.759791	6.322618	black	351
352	730	186	4	2.827539	3.8599405	black	352
353	2829	187	5	8.762695	-1.9289839	black	353
354	12	0	5	4.35419	-2.9522777	black	354
355	3283	182	2	12.327278	6.062354	black	355
356	3381	185	4	0.5306281	4.5717087	black	356
357	2691	182	2	12.651922	6.819363	black	357
358	3180	182	2	11.923634	11.59193	black	358
359	3159	188	6	-4.9909496	9.09414	black	359
360	3373	179	1	8.505309	9.075227	black	360
361	3381	185	4	0.40389615	5.7386837	black	361
362	3270	180	5	4.5634537	-2.0904481	black	362
363	3018	184	5	4.6360164	-4.4256687	black	363
364	2787	180	5	4.920685	-1.9524724	black	364
365	3365	179	1	6.8464575	10.166942	black	365
366	3284	182	2	12.026535	10.01748	black	366
367	3186	183	3	0.1499288	12.450807	black	367
368	3374	186	4	5.380332	3.9764414	black	368
369	2615	184	5	3.8083303	-4.442594	black	369
370	2608	187	5	7.661535	-2.3859184	black	370
371	553	187	5	9.247898	-3.3307693	black	371
372	3173	184	5	3.7592137	-3.9126413	black	372
373	3272	184	5	4.1242986	-4.6230273	black	373
374	3279	180	5	3.5911076	-2.2181146	black	374
375	3365	179	1	5.953882	10.163211	black	375
376	3380	186	4	3.6208622	3.2716813	black	376
377	3376	187	5	9.654453	-2.3783674	black	377
378	3365	179	1	7.3460736	10.107249	black	378
379	3359	184	5	4.643704	-4.694286	black	379
380	1841	184	5	2.0538604	-4.0125966	black	380
381	3365	179	1	6.423249	9.8955145	black	381
382	3384	182	2	12.066135	10.6749	black	382
383	1880	180	5	5.8477154	-1.3366218	black	383
384	3073	187	5	7.657708	-3.8812175	black	384
385	3365	179	1	6.061812	9.866796	black	385
386	3371	186	4	2.692059	3.411586	black	386
387	2858	187	5	9.087851	-2.1360629	black	387
388	3333	183	3	1.993828	12.608127	black	388
389	3378	180	5	5.921601	-1.6142603	black	389
390	3373	179	1	8.468818	9.454605	black	390
391	3365	179	1	5.8676205	10.047119	black	391
392	3381	185	4	0.6025771	3.923991	black	392
393	3374	186	4	6.1742435	3.79079	black	393
394	3042	182	2	12.056213	11.454085	black	394
395	13	183	3	0.4436611	12.376452	black	395
396	3388	186	4	2.8210695	6.06313	black	396
397	3283	182	2	12.346051	6.033975	black	397
398	1945	182	2	12.772201	11.230182	black	398
399	3229	188	6	-4.801235	8.573092	black	399
400	3365	179	1	7.6906505	10.055155	black	400
401	3363	183	3	1.2573117	12.638952	black	401
402	2823	184	5	3.616848	-4.4267344	black	402
403	3311	186	4	2.7840548	7.2685533	black	403
404	3381	185	4	0.50641745	4.3754764	black	404
405	3387	185	4	-0.26665464	5.7865515	black	405
406	2582	182	2	12.160104	11.656546	black	406
407	3311	186	4	2.8127458	7.2317824	black	407
408	1481	182	2	12.962812	9.51768	black	408
409	3372	180	5	6.38062	-1.0656347	black	409
410	3373	179	1	7.8689785	9.071203	black	410
411	3362	187	5	9.451923	-1.8100427	black	411
412	409	180	5	5.6068797	-2.5483057	black	412
413	3272	184	5	4.1146975	-4.5651097	black	413
414	3275	184	5	3.8284721	-3.0149949	black	414
415	3374	186	4	6.4071355	3.7194245	black	415
416	2918	182	2	12.796375	7.9271545	black	416
417	3366	186	4	3.4215195	8.019903	black	417
418	3366	186	4	3.586093	8.129349	black	418
419	3252	180	5	6.2214055	-1.53506	black	419
420	3388	186	4	2.9022384	6.0736322	black	420
421	3363	183	3	0.79923356	12.325545	black	421
422	3255	187	5	8.322392	-2.5318372	black	422
423	3372	180	5	6.550345	-1.2998272	black	423
424	1806	180	5	2.9522684	-2.3652923	black	424
425	1750	185	4	-0.045004826	6.2710476	black	425
426	14	187	5	9.1178	-4.086903	black	426
427	3229	188	6	-4.946184	8.697108	black	427
428	3093	180	5	3.3890135	-2.2604249	black	428
429	3361	188	6	-6.0845175	9.440246	black	429
430	3363	183	3	1.3641243	12.629985	black	430
431	648	183	3	0.5726592	12.730342	black	431
432	3365	179	1	7.1426277	10.658678	black	432
433	3387	185	4	-0.66834974	5.8363457	black	433
434	3329	180	5	2.6223898	-1.7436175	black	434
435	3361	188	6	-6.1344185	8.938156	black	435
436	2770	187	5	8.371835	-3.831391	black	436
437	2383	186	4	3.0755196	7.7904963	black	437
438	3219	184	5	3.0118794	-3.6197648	black	438
439	3374	186	4	6.2044916	4.0016336	black	439
440	3361	188	6	-6.268423	9.752201	black	440
441	2944	180	5	5.9917965	-2.0116956	black	441
442	3173	184	5	3.660505	-4.031313	black	442
443	41	182	2	12.443537	6.208856	black	443
444	3373	179	1	8.289557	8.960932	black	444
445	3374	186	4	5.615426	3.90038	black	445
446	2531	187	5	8.608536	-4.4210663	black	446
447	3283	182	2	12.295601	6.0518045	black	447
448	3365	179	1	6.456032	9.933859	black	448
449	3363	183	3	0.663426	12.302103	black	449
450	1998	182	2	12.582033	9.558485	black	450
451	3205	188	6	-4.171029	9.595589	black	451
452	3387	185	4	-0.54566115	4.5278516	black	452
453	914	188	6	-5.496278	8.410671	black	453
454	3342	182	2	13.283541	10.42116	black	454
455	3327	182	2	12.819746	6.60928	black	455
456	3374	186	4	5.3669434	3.6033933	black	456
457	3365	179	1	6.188756	10.315653	black	457
458	2614	188	6	-5.640749	9.823249	black	458
459	3163	185	4	0.96959597	4.777234	black	459
460	3329	180	5	3.3858464	-1.7351009	black	460
461	3386	184	5	3.4801676	-4.983971	black	461
462	3361	188	6	-6.263105	8.658831	black	462
463	3366	186	4	3.6981015	7.8457656	black	463
464	3361	188	6	-6.519679	9.699908	black	464
465	2133	183	3	0.7473855	11.911488	black	465
466	3351	182	2	13.261288	7.719164	black	466
467	3362	187	5	9.700574	-1.9780645	black	467
468	3328	187	5	8.729725	-4.8325224	black	468
469	2845	186	4	5.851242	3.176012	black	469
470	3042	182	2	12.061132	11.361337	black	470
471	1609	180	5	6.7688246	-1.1251482	black	471
472	3373	179	1	8.583228	9.11511	black	472
473	3310	188	6	-5.125365	8.004215	black	473
474	3388	186	4	3.0223246	6.2444134	black	474
475	3276	182	2	12.558853	5.59631	black	475
476	3290	179	1	6.683745	9.254025	black	476
477	3365	179	1	6.2629213	10.4173565	black	477
478	2969	187	5	7.701711	-2.8908198	black	478
479	3381	185	4	0.44901997	4.939434	black	479
480	3388	186	4	3.4005258	5.835569	black	480
481	3359	184	5	3.9808881	-5.3128157	black	481
482	2788	180	5	5.0312366	-2.1421475	black	482
483	3362	187	5	9.751269	-1.545125	black	483
484	3342	182	2	12.836065	10.929874	black	484
485	3374	186	4	6.0256233	3.3084874	black	485
486	3381	185	4	0.6704276	3.5712712	black	486
487	3242	180	5	7.222409	-0.8631279	black	487
488	3363	183	3	-1.1143457	13.579796	black	488
489	2676	188	6	-5.5753245	7.9876122	black	489
490	3387	185	4	-0.6443766	4.4623437	black	490
491	3269	182	2	12.185018	4.748628	black	491
492	2832	182	2	12.927678	6.829102	black	492
493	3365	179	1	6.026022	9.948195	black	493
494	3361	188	6	-5.8713093	9.911645	black	494
495	3387	185	4	-0.49923345	4.8771253	black	495
496	3388	186	4	2.0789118	5.8149786	black	496
497	3362	187	5	9.436388	-1.0302912	black	497
498	3250	183	3	1.4395934	12.998817	black	498
499	3374	186	4	5.4602523	3.930492	black	499
500	3073	187	5	7.814097	-3.555446	black	500
501	3242	180	5	7.2106643	-0.8423797	black	501
502	3388	186	4	3.1687913	5.9161634	black	502
503	3374	186	4	6.299813	3.9647064	black	503
504	3388	186	4	2.214416	4.846894	black	504
505	3232	187	5	9.66905	-2.796203	black	505
506	692	183	3	-1.265164	12.882528	black	506
507	3276	182	2	12.570526	5.66201	black	507
508	3276	182	2	12.492639	5.332697	black	508
509	3381	185	4	0.31952134	6.0272627	black	509
510	570	182	2	12.821664	7.5693417	black	510
511	3362	187	5	9.473626	-1.1072382	black	511
512	3388	186	4	3.572853	6.023631	black	512
513	3366	186	4	3.6146653	7.756489	black	513
514	3387	185	4	-0.80533475	4.912314	black	514
515	3365	179	1	5.9907165	10.141092	black	515
516	15	186	4	2.867225	4.6024904	black	516
517	3374	186	4	5.4952602	3.6155906	black	517
518	3255	187	5	8.363255	-2.4475381	black	518
519	3310	188	6	-5.110384	7.900627	black	519
520	3279	180	5	3.8150961	-2.0060751	black	520
521	3362	187	5	9.8284645	-2.4721804	black	521
522	3389	187	5	8.833695	-3.123306	black	522
523	3366	186	4	3.6420894	7.9759507	black	523
524	3213	188	6	-5.733432	9.42898	black	524
525	3372	180	5	6.741191	-0.87536126	black	525
526	3361	188	6	-6.3198943	9.589998	black	526
527	2684	188	6	-4.468036	7.8813596	black	527
528	632	186	4	2.6953225	3.2007177	black	528
529	2660	180	5	7.03577	-0.8745393	black	529
530	2953	179	1	7.805817	9.965404	black	530
531	3331	184	5	4.5588393	-5.6205807	black	531
532	3380	186	4	3.616813	2.9335089	black	532
533	3269	182	2	12.147026	4.698617	black	533
534	3363	183	3	-0.27743673	13.573778	black	534
535	3269	182	2	12.224137	4.863995	black	535
536	3076	183	3	0.31848818	13.188516	black	536
537	2161	186	4	3.144873	7.4767213	black	537
538	2360	182	2	12.836655	7.3831935	black	538
539	3374	186	4	5.178385	3.384308	black	539
540	3381	185	4	0.7461279	4.9343185	black	540
541	3359	184	5	4.20002	-5.1117673	black	541
542	170	188	6	-3.8721614	9.436844	black	542
543	3005	186	4	3.2088087	7.084899	black	543
544	3387	185	4	-0.28415403	5.050375	black	544
545	3374	186	4	5.428987	3.7977874	black	545
546	3387	185	4	-0.57211155	4.5368757	black	546
547	3330	183	3	1.5096815	12.169936	black	547
548	3365	179	1	6.597565	10.681573	black	548
549	3370	185	4	-0.015582247	6.0235753	black	549
550	3279	180	5	3.6412013	-2.0012639	black	550
551	3365	179	1	6.0256186	10.594565	black	551
552	16	182	2	12.402276	9.412897	black	552
553	1487	182	2	12.747985	5.9380045	black	553
554	3388	186	4	2.3959508	4.612352	black	554
555	3365	179	1	6.1066995	10.278639	black	555
556	1741	182	2	12.512602	10.047991	black	556
557	3370	185	4	-0.122441195	6.0474463	black	557
558	3191	179	1	7.5280147	8.599196	black	558
559	3374	186	4	6.1574607	4.010012	black	559
560	2961	187	5	8.313855	-1.6229147	black	560
561	3387	185	4	-0.40715265	6.121166	black	561
562	3118	187	5	8.969777	-4.0771065	black	562
563	3365	179	1	6.0721946	10.34106	black	563
564	2020	184	5	3.2551506	-4.267565	black	564
565	3385	183	3	1.0696571	11.967291	black	565
566	2726	180	5	4.3501263	-2.3183067	black	566
567	3362	187	5	9.490062	-1.4986626	black	567
568	3365	179	1	7.2191257	10.537412	black	568
