	max,0.0628213891568601	mean,0.0959761306221244	min,0.1634625334585075	UMAP 0	UMAP 1	Colors	Target
163	1317	110	3	6.7206817	7.9751925	black	163
164	1286	110	3	7.5590696	6.490659	black	164
165	1204	110	3	8.384776	5.4136357	black	165
166	1350	110	3	9.754551	6.169856	black	166
167	1046	110	3	8.811147	4.679109	black	167
168	1280	110	3	8.043888	7.776014	black	168
169	1329	110	3	8.841945	3.8803258	black	169
170	683	110	3	5.243343	3.381728	black	170
171	1264	110	3	8.945198	4.271231	black	171
172	1315	110	3	8.519964	7.222303	black	172
173	1280	110	3	7.5981517	7.9251056	black	173
174	16	110	3	7.48189	5.190073	black	174
175	1188	110	3	9.709045	8.122394	black	175
176	1347	110	3	10.454087	5.0614724	black	176
177	1329	110	3	9.466232	3.2223818	black	177
178	934	110	3	5.4567647	3.809655	black	178
179	1347	110	3	9.375557	5.8152947	black	179
180	1347	110	3	9.936397	5.3945866	black	180
181	1315	110	3	8.420102	6.971846	black	181
182	1347	110	3	9.387956	4.746201	black	182
183	1014	110	3	7.23717	2.5926876	black	183
184	1329	110	3	9.212486	4.0953574	black	184
185	1347	110	3	9.291293	5.2741466	black	185
186	739	110	3	8.722894	5.489533	black	186
187	1192	110	3	5.090372	4.7541423	black	187
188	1046	110	3	8.858218	4.365835	black	188
189	1316	110	3	9.117438	2.0698988	black	189
190	1289	110	3	10.814119	4.4814186	black	190
191	1345	110	3	4.475075	6.6614094	black	191
192	1293	110	3	4.840204	3.609876	black	192
193	1229	110	3	10.827625	5.7871656	black	193
194	1274	110	3	4.547532	4.1235023	black	194
195	1286	110	3	7.381082	6.516241	black	195
196	1077	110	3	9.483986	7.661684	black	196
197	1280	110	3	8.360823	7.378322	black	197
198	738	60	3	7.883122	3.2932522	black	198
199	1329	110	3	7.979916	2.1026165	black	199
200	1274	110	3	4.6731396	4.2249255	black	200
201	1347	110	3	9.59507	5.719812	black	201
202	1347	110	3	10.130002	5.307147	black	202
203	677	110	3	7.888862	4.9450707	black	203
204	1347	110	3	9.010706	5.3481054	black	204
205	1089	110	3	5.781493	7.1184554	black	205
206	775	110	3	5.47156	5.881786	black	206
207	1292	110	3	9.757816	7.563899	black	207
208	1277	110	3	8.751393	6.697438	black	208
209	1306	110	3	5.689955	7.1002216	black	209
210	17	110	3	5.8341517	4.162471	black	210
211	1245	110	3	4.449931	3.2452438	black	211
212	696	110	3	4.6338816	4.2757974	black	212
213	1274	110	3	4.439201	3.939346	black	213
214	1345	110	3	4.4873433	5.893132	black	214
215	1220	110	3	6.706438	4.299696	black	215
216	1329	110	3	10.408017	2.90451	black	216
217	1329	110	3	8.379997	2.871306	black	217
218	1347	110	3	9.319203	5.693	black	218
219	1329	110	3	8.936201	3.7262661	black	219
220	1121	110	3	6.443161	4.863414	black	220
221	85	110	3	6.3965497	5.626363	black	221
222	122	110	3	7.792574	4.94129	black	222
223	425	110	3	9.424941	2.6822524	black	223
224	18	110	3	8.06614	5.3731675	black	224
225	812	110	3	9.035501	7.2801123	black	225
226	1345	110	3	4.306152	6.423114	black	226
227	828	110	3	6.77126	8.459416	black	227
228	1317	110	3	6.5101385	7.5065746	black	228
229	1292	110	3	9.902221	7.1664915	black	229
230	1332	110	3	7.7612157	2.3019707	black	230
231	1317	110	3	6.1264367	7.246175	black	231
232	897	110	3	5.193787	5.3305044	black	232
233	1328	110	3	11.640485	4.34622	black	233
234	1329	110	3	9.11765	3.3718677	black	234
235	1300	110	3	11.089032	3.8401852	black	235
236	19	110	3	8.790021	5.783422	black	236
237	907	110	3	9.340718	5.9562564	black	237
238	1249	110	3	6.8413057	7.0395017	black	238
239	1280	110	3	7.3925576	7.368463	black	239
240	1334	110	3	4.1714544	4.943248	black	240
241	1300	110	3	11.0183115	3.7811959	black	241
242	1298	110	3	8.153178	8.634849	black	242
243	1169	110	3	6.541831	2.413729	black	243
244	1289	110	3	11.073516	4.306152	black	244
245	797	110	3	7.003609	4.540452	black	245
246	1328	110	3	11.524353	3.7584648	black	246
247	1329	110	3	10.179706	4.1217055	black	247
248	1329	110	3	8.196958	2.3192222	black	248
249	1280	110	3	7.286624	7.001495	black	249
250	845	110	3	8.455643	4.038977	black	250
251	1347	110	3	9.395761	4.2109737	black	251
252	1318	110	3	5.3040757	2.842447	black	252
253	750	110	3	7.76675	5.9918637	black	253
254	733	110	3	9.278367	6.355917	black	254
255	1347	110	3	9.00394	5.3792386	black	255
256	967	81	3	5.7232814	5.1268797	black	256
257	1318	110	3	5.718722	2.6055038	black	257
258	1308	110	3	6.1769166	4.0214887	black	258
259	1329	110	3	10.324049	3.1373482	black	259
260	1220	110	3	7.19751	4.442135	black	260
261	973	110	3	6.7293134	6.1932645	black	261
262	422	110	3	7.109221	6.414599	black	262
263	631	110	3	6.018777	6.4736114	black	263
264	1328	110	3	11.525692	4.3908906	black	264
265	1317	110	3	5.877091	7.5216374	black	265
266	1198	110	3	8.563752	4.9964957	black	266
267	1347	110	3	10.327519	5.0983706	black	267
268	1347	110	3	9.133658	5.6057386	black	268
269	20	110	3	6.6291494	2.9400995	black	269
270	1347	110	3	9.408811	5.038824	black	270
271	1192	110	3	5.219209	4.769928	black	271
272	1220	110	3	6.8725677	4.346852	black	272
273	1329	110	3	8.152665	2.105545	black	273
274	1347	110	3	9.863428	4.975715	black	274
275	1333	110	3	12.041204	4.5875607	black	275
276	1221	110	3	8.139594	4.331472	black	276
277	1209	110	3	7.2557883	2.4628613	black	277
278	1118	110	3	10.241063	4.201673	black	278
279	1329	110	3	8.49824	3.4245768	black	279
280	1326	110	3	8.273642	6.017351	black	280
281	1076	110	3	8.664765	4.65208	black	281
282	1295	110	3	9.37509	6.654726	black	282
283	1318	110	3	5.540134	2.6297946	black	283
284	1344	110	3	5.406187	6.3927045	black	284
285	1334	110	3	4.8334255	5.0926886	black	285
286	1257	110	3	9.036894	2.4220705	black	286
287	1304	110	3	11.642035	5.102694	black	287
288	1317	110	3	6.2816577	7.7365503	black	288
289	494	110	3	10.789645	6.524267	black	289
290	1324	110	3	9.227533	7.9073176	black	290
291	1097	110	3	10.841917	5.612783	black	291
292	1215	110	3	9.393844	7.265955	black	292
293	21	110	3	5.913885	4.5821056	black	293
294	1245	110	3	4.168456	3.6870162	black	294
295	1086	110	3	9.181834	5.946997	black	295
296	1245	110	3	4.456714	3.3277402	black	296
297	1347	110	3	10.038403	4.3045125	black	297
298	1328	110	3	12.0375	4.0588026	black	298
299	1295	110	3	9.625134	6.6632495	black	299
300	1329	110	3	9.296758	4.086715	black	300
301	1345	110	3	4.810574	5.784606	black	301
302	1324	110	3	9.129887	7.98926	black	302
303	1325	110	3	10.581796	5.556569	black	303
304	1343	110	3	11.249714	6.5047617	black	304
305	1329	110	3	9.548699	3.6196218	black	305
306	1052	110	3	4.6018386	3.5473547	black	306
307	1258	110	3	6.141685	4.930961	black	307
308	1347	110	3	10.61211	5.410306	black	308
309	1245	110	3	4.0752063	3.603356	black	309
310	1344	110	3	5.1868315	6.098963	black	310
311	22	110	3	6.476898	5.762442	black	311
312	275	110	3	5.96906	4.6731343	black	312
313	982	110	3	10.5962	3.0707402	black	313
314	1111	110	3	6.282589	6.815122	black	314
315	1058	110	3	8.431332	7.743443	black	315
316	1317	110	3	6.812902	7.960317	black	316
317	1321	110	3	7.2527404	5.1315236	black	317
318	489	110	3	8.780162	4.062326	black	318
319	654	110	3	6.0277247	4.40702	black	319
320	1328	110	3	11.891229	4.241284	black	320
321	1344	110	3	5.387081	6.298253	black	321
322	1106	110	3	8.074442	8.7030945	black	322
323	1143	110	3	10.046991	2.710422	black	323
324	1345	110	3	4.8344173	6.1086717	black	324
325	1327	110	3	8.450282	6.139331	black	325
326	23	110	3	6.2726393	6.7122626	black	326
327	1272	110	3	7.209914	8.716607	black	327
328	1115	110	3	10.109829	6.702291	black	328
329	1306	110	3	5.426392	7.5232334	black	329
330	1345	110	3	4.805286	5.9360147	black	330
331	1343	110	3	11.136768	6.735638	black	331
332	1207	110	3	9.236827	6.8216796	black	332
333	1333	110	3	11.523246	4.719804	black	333
334	699	110	3	10.174777	7.035579	black	334
335	1344	110	3	5.281197	6.142565	black	335
336	657	110	3	6.8844867	5.542305	black	336
337	912	110	3	8.34713	4.714156	black	337
338	1173	110	3	8.427904	5.490258	black	338
339	24	110	3	8.217728	7.469549	black	339
340	1329	110	3	8.911392	2.726986	black	340
341	1329	110	3	8.335243	2.0985477	black	341
342	1329	110	3	10.4427395	4.0947223	black	342
343	25	110	3	8.864804	7.9883027	black	343
344	1151	110	3	10.027178	2.433249	black	344
345	1347	110	3	10.403365	4.965694	black	345
346	571	110	3	10.322286	7.170521	black	346
347	990	110	3	9.036399	5.8397484	black	347
348	1329	110	3	10.236642	3.7128282	black	348
349	1347	110	3	10.878423	5.173057	black	349
350	1344	110	3	5.3568463	6.6305084	black	350
351	26	110	3	7.626931	2.2715664	black	351
352	1329	110	3	10.952333	3.5734577	black	352
353	1347	110	3	9.595807	4.3705325	black	353
354	1334	110	3	4.863861	4.546734	black	354
355	1328	110	3	11.669011	3.4203494	black	355
356	27	110	3	7.5370502	5.5636916	black	356
357	1315	110	3	8.445741	7.2628384	black	357
358	1328	110	3	11.945464	3.7785854	black	358
359	529	110	3	4.3007846	3.2448213	black	359
360	1345	110	3	4.7782855	6.094059	black	360
361	1347	110	3	10.184948	4.7620864	black	361
362	955	110	3	10.462803	6.7883835	black	362
363	1310	110	3	7.8258333	6.142105	black	363
364	422	110	3	7.1010866	6.4305553	black	364
365	989	110	3	5.014379	3.4233732	black	365
366	1280	110	3	7.4632688	7.785427	black	366
367	1347	110	3	10.558886	4.8968287	black	367
368	1141	110	3	9.387553	2.486533	black	368
369	1202	110	3	8.723795	2.30997	black	369
370	1220	110	3	6.881262	4.26462	black	370
371	1306	110	3	5.508106	7.9748697	black	371
372	1347	110	3	9.4555235	5.3616567	black	372
373	1264	110	3	9.007448	4.18737	black	373
374	1280	110	3	7.205932	7.4870954	black	374
375	1317	110	3	6.785525	7.4824	black	375
376	429	110	3	5.058035	3.7012732	black	376
377	1347	110	3	9.921206	5.4371753	black	377
378	797	110	3	7.0956883	4.564347	black	378
379	1328	110	3	11.496964	3.2702014	black	379
380	1105	110	3	5.953908	7.58922	black	380
381	1202	110	3	9.01043	2.2738857	black	381
382	1076	110	3	8.642856	4.482873	black	382
383	447	110	3	4.9733715	5.0440254	black	383
384	965	110	3	8.20981	6.817341	black	384
385	1341	110	3	10.898086	7.0123944	black	385
386	1341	110	3	10.921584	7.068683	black	386
387	1346	110	3	5.002375	4.481947	black	387
388	1318	110	3	4.796229	3.0182762	black	388
389	1087	110	3	6.6872897	6.7982173	black	389
390	1097	110	3	10.79005	5.603898	black	390
391	1076	110	3	8.555018	4.7097387	black	391
392	1318	110	3	5.45274	2.959463	black	392
393	28	110	3	7.0314956	2.4552853	black	393
394	992	110	3	5.082151	5.8167157	black	394
395	1344	110	3	5.438921	6.3564057	black	395
396	1076	110	3	8.611763	4.6874886	black	396
397	1347	110	3	10.14321	5.6527987	black	397
398	302	43	3	7.0881557	2.6695914	black	398
399	1209	110	3	7.298231	2.4024515	black	399
400	1221	110	3	8.062896	4.54462	black	400
401	1329	110	3	8.8078	3.5289297	black	401
402	1328	110	3	12.076658	4.2946763	black	402
403	1298	110	3	8.291345	8.7209835	black	403
404	1347	110	3	9.244146	5.7149363	black	404
405	1289	110	3	11.009913	4.5747046	black	405
406	1318	110	3	4.976277	2.8308434	black	406
407	1347	110	3	9.656006	4.0582066	black	407
408	1329	110	3	8.49472	2.1222816	black	408
409	1317	110	3	6.104844	7.1848693	black	409
410	1320	110	3	11.269244	4.629251	black	410
411	1228	110	3	11.096953	6.3338623	black	411
412	29	110	3	8.966071	2.0227828	black	412
413	1347	110	3	9.877038	4.1113844	black	413
414	1347	110	3	9.28242	5.6200075	black	414
415	1334	110	3	4.2245975	5.1366835	black	415
416	1017	110	3	4.5331473	5.1887846	black	416
417	992	110	3	5.145756	5.7718267	black	417
418	1318	110	3	5.723242	2.878316	black	418
419	559	110	3	6.3240495	2.7169504	black	419
420	1345	110	3	4.771787	6.9353356	black	420
421	30	110	3	3.8635137	5.0709414	black	421
422	1329	110	3	8.581601	2.695169	black	422
423	1082	110	3	10.910513	5.4045324	black	423
424	1308	110	3	6.1928377	4.033809	black	424
425	84	27	3	6.69381	3.772589	black	425
426	1329	110	3	8.782713	3.2310183	black	426
427	1292	110	3	9.823869	7.6432533	black	427
428	31	110	3	11.170283	4.561039	black	428
429	1315	110	3	8.594285	7.2071266	black	429
430	1328	110	3	11.526792	4.457564	black	430
431	1329	110	3	8.845372	2.6545587	black	431
432	430	110	3	7.4872003	4.4824905	black	432
433	1141	110	3	9.522413	2.4411986	black	433
434	1347	110	3	9.697063	4.8799634	black	434
435	32	110	3	7.9499073	4.4721684	black	435
436	1329	110	3	10.314449	3.342798	black	436
437	830	110	3	7.3216043	5.1981535	black	437
438	1280	110	3	7.2675133	7.91033	black	438
439	1315	110	3	8.722777	8.078997	black	439
440	1202	110	3	8.673958	2.389974	black	440
441	1347	110	3	9.18042	4.805103	black	441
442	1286	110	3	7.576745	6.6367993	black	442
443	429	110	3	5.040756	3.7491553	black	443
444	1347	110	3	10.030541	4.111365	black	444
445	1329	110	3	9.188713	4.224254	black	445
446	1155	110	3	8.556177	5.7352347	black	446
447	1347	110	3	10.363857	4.747593	black	447
448	1347	110	3	9.767864	4.269925	black	448
449	1289	110	3	10.976468	4.5970674	black	449
450	1329	110	3	8.05405	2.2900157	black	450
451	1347	110	3	9.896579	4.6584725	black	451
452	1068	110	3	4.2848854	5.3366275	black	452
453	1046	110	3	8.824518	4.8567495	black	453
454	1315	110	3	8.472303	7.43337	black	454
455	288	110	3	5.485957	5.283305	black	455
456	1328	110	3	11.406256	3.34239	black	456
457	1321	110	3	7.3263636	4.8269377	black	457
458	1029	110	3	6.772104	5.6929464	black	458
459	1283	110	3	5.558701	6.62343	black	459
460	1329	110	3	8.133978	2.5041468	black	460
461	410	104	3	5.6058364	4.4281325	black	461
462	1329	110	3	8.99564	3.885442	black	462
463	1328	110	3	11.215514	3.4531405	black	463
464	1283	110	3	5.551761	6.8588624	black	464
465	1318	110	3	6.0944505	2.6094594	black	465
466	1306	110	3	5.189125	7.4764752	black	466
467	520	110	3	4.2176924	5.767721	black	467
468	1344	110	3	4.80266	6.175221	black	468
469	1345	110	3	4.3880424	6.4592366	black	469
470	1122	110	3	11.087175	5.2305155	black	470
471	1345	110	3	4.541572	6.696644	black	471
472	1318	110	3	4.8315077	2.8296776	black	472
473	1306	110	3	5.0604944	7.712118	black	473
474	1298	110	3	8.180434	8.584908	black	474
475	1329	110	3	8.901111	3.910434	black	475
476	820	110	3	9.827762	2.863977	black	476
477	1318	110	3	5.8639874	2.7319343	black	477
478	1306	110	3	5.7368045	7.2766385	black	478
479	1327	110	3	8.421528	6.404696	black	479
480	1256	110	3	6.397503	7.6098843	black	480
481	1042	110	3	5.352348	5.5603614	black	481
482	1317	110	3	6.956215	7.813153	black	482
483	1318	110	3	5.7614827	2.558362	black	483
484	1173	110	3	8.424551	5.562062	black	484
485	696	110	3	4.6147313	4.2676992	black	485
486	703	110	3	8.888663	4.9354444	black	486
487	33	110	3	6.788106	6.0457335	black	487
488	1293	110	3	4.760684	3.7614765	black	488
489	34	110	3	3.9487307	4.4779243	black	489
490	1315	110	3	8.816032	8.054564	black	490
491	1341	110	3	10.919972	6.9766955	black	491
492	1315	110	3	8.716496	8.17615	black	492
493	1317	110	3	6.1659126	7.627488	black	493
494	1331	110	3	10.509761	3.2895465	black	494
495	1277	110	3	8.75466	6.7223883	black	495
496	795	90	3	7.443936	3.2142024	black	496
497	1347	110	3	10.505553	5.286293	black	497
498	1263	110	3	7.890305	5.2534375	black	498
499	1329	110	3	9.006608	3.350239	black	499
500	1347	110	3	9.0655575	5.4839325	black	500
501	1221	110	3	8.178769	4.2052774	black	501
502	1329	110	3	9.413752	3.7686965	black	502
503	369	110	3	9.732087	5.7926664	black	503
504	1345	110	3	4.97619	7.2188225	black	504
505	789	110	3	8.257872	6.9783163	black	505
506	1347	110	3	10.240199	5.4878693	black	506
507	697	110	3	7.720285	6.1913652	black	507
508	1316	110	3	9.202775	2.3022301	black	508
509	1213	110	3	8.505102	3.713558	black	509
510	1306	110	3	5.845406	7.9602585	black	510
511	1313	110	3	8.379686	7.144642	black	511
512	1280	110	3	8.311166	7.364702	black	512
513	1349	110	3	8.623681	4.3759165	black	513
514	1068	110	3	4.457722	5.3453836	black	514
515	1303	110	3	3.89588	3.3829777	black	515
516	1316	110	3	9.133247	2.0254858	black	516
517	876	73	3	10.868492	6.191778	black	517
518	1157	110	3	8.654256	6.9599624	black	518
519	1347	110	3	9.6604	4.9309874	black	519
520	131	110	3	9.076208	2.9900577	black	520
521	1143	110	3	10.241437	2.8382893	black	521
522	1344	110	3	5.2582626	6.1182528	black	522
523	35	101	3	7.1240973	4.001549	black	523
524	36	25	3	8.3429365	8.920821	black	524
525	1347	110	3	10.293097	4.303647	black	525
526	1329	110	3	9.21565	3.2553806	black	526
527	1256	110	3	6.4536014	7.6129384	black	527
528	1329	110	3	8.980562	3.6632106	black	528
529	1347	110	3	10.188659	5.039147	black	529
530	1329	110	3	9.288365	3.3123753	black	530
531	1263	110	3	7.765911	5.267199	black	531
532	37	18	3	5.6139736	4.3158407	black	532
533	741	110	3	6.719818	6.709425	black	533
534	1042	110	3	5.376731	5.498933	black	534
535	1261	110	3	7.884009	7.182801	black	535
536	1329	110	3	10.479273	3.9899337	black	536
537	1317	110	3	7.0456185	7.879309	black	537
538	1306	110	3	5.192818	7.662397	black	538
539	981	110	3	6.737472	6.9269605	black	539
540	1338	110	3	9.017888	6.036671	black	540
541	38	110	3	9.335316	2.0943658	black	541
542	941	110	3	5.3114243	3.8713496	black	542
543	1344	110	3	5.513545	6.4306016	black	543
544	1245	110	3	4.436389	3.192618	black	544
545	1318	110	3	5.619221	2.6310816	black	545
546	1317	110	3	6.2383943	7.2775226	black	546
547	1318	110	3	4.9254947	3.0844996	black	547
548	276	98	3	6.0211844	5.2561193	black	548
549	1329	110	3	9.022569	3.8342686	black	549
550	1065	110	3	9.888127	5.667957	black	550
551	1198	110	3	8.497798	5.123117	black	551
552	1329	110	3	9.251771	3.564016	black	552
553	1329	110	3	8.605579	2.8712876	black	553
554	1226	102	3	6.2660847	3.1030064	black	554
555	1329	110	3	9.5037985	3.5484154	black	555
556	1028	106	3	6.8774357	5.156177	black	556
557	1230	110	3	7.9030867	3.1637	black	557
558	1028	106	3	6.8610916	5.141256	black	558
559	1289	110	3	10.76201	4.5651264	black	559
560	1329	110	3	10.1853485	3.3835468	black	560
561	1146	110	3	5.937802	5.8208566	black	561
562	1333	110	3	11.884337	4.6969104	black	562
563	1086	110	3	9.095017	6.0173087	black	563
564	1143	110	3	10.225498	2.8450434	black	564
565	979	110	3	9.052912	6.578718	black	565
566	1263	110	3	7.77784	5.2918515	black	566
567	1306	110	3	5.20787	7.24482	black	567
568	1014	110	3	7.2510366	2.5456111	black	568
569	1328	110	3	11.321592	3.9176977	black	569
570	998	110	3	8.179161	5.18288	black	570
571	1002	110	3	9.956527	5.2128973	black	571
572	1003	110	3	7.9328423	2.9880147	black	572
573	1329	110	3	8.772059	3.658791	black	573
574	1151	110	3	10.047432	2.4572182	black	574
575	1016	110	3	7.416985	5.903163	black	575
576	1273	110	3	6.32164	2.5355842	black	576
577	1172	110	3	11.122394	3.6209593	black	577
578	1143	110	3	9.982398	2.6435351	black	578
579	1345	110	3	4.6078835	6.6241264	black	579
580	1317	110	3	5.9187665	7.0888605	black	580
581	377	110	3	6.561594	7.125732	black	581
582	1328	110	3	11.628674	3.5822074	black	582
583	122	110	3	7.7618127	4.9490304	black	583
584	1329	110	3	8.547684	2.762398	black	584
585	1347	110	3	9.291591	5.7765574	black	585
586	1280	110	3	8.133417	7.3909082	black	586
587	1058	110	3	8.364699	7.718804	black	587
